Found 2102 Java files to convert
[1339/2102] ✓ Converted: TestServer.java → converted/include/zombie/core/raknet/TestServer.h
[1340/2102] ✓ Converted: UdpConnection.java → converted/include/zombie/core/raknet/UdpConnection.h
[1341/2102] ✓ Converted: UdpEngine.java → converted/include/zombie/core/raknet/UdpEngine.h
[1342/2102] ✓ Converted: VoiceDebug.java → converted/include/zombie/core/raknet/VoiceDebug.h
[1343/2102] ✓ Converted: VoiceManagerData.java → converted/include/zombie/core/raknet/VoiceManagerData.h
[1344/2102] ✓ Converted: RakNetPeerInterface.java → converted/include/zombie/core/raknet/RakNetPeerInterface.h
[1345/2102] ✓ Converted: RakVoice.java → converted/include/zombie/core/raknet/RakVoice.h
[1346/2102] ✓ Converted: FMODTest.java → converted/include/zombie/core/raknet/FMODTest.h
[1347/2102] ✓ Converted: VoiceManager.java → converted/include/zombie/core/raknet/VoiceManager.h
[1348/2102] ✓ Converted: TestClient.java → converted/include/zombie/core/raknet/TestClient.h
[1349/2102] ✓ Converted: VoiceTest.java → converted/include/zombie/core/raknet/VoiceTest.h
[1350/2102] ✓ Converted: IServerBrowserCallback.java → converted/include/zombie/core/znet/IServerBrowserCallback.h
[1351/2102] ✓ Converted: SteamGameServer.java → converted/include/zombie/core/znet/SteamGameServer.h
[1352/2102] ✓ Converted: PortMapper.java → converted/include/zombie/core/znet/PortMapper.h
[1353/2102] ✓ Converted: ISteamWorkshopCallback.java → converted/include/zombie/core/znet/ISteamWorkshopCallback.h
[1354/2102] ✓ Converted: SteamWorkshop.java → converted/include/zombie/core/znet/SteamWorkshop.h
[1355/2102] ✓ Converted: GameServerDetails.java → converted/include/zombie/core/znet/GameServerDetails.h
[1356/2102] ✓ Converted: SteamUGCDetails.java → converted/include/zombie/core/znet/SteamUGCDetails.h
[1357/2102] ✓ Converted: ServerBrowser.java → converted/include/zombie/core/znet/ServerBrowser.h
[1358/2102] ✓ Converted: SteamFriends.java → converted/include/zombie/core/znet/SteamFriends.h
[1359/2102] ✓ Converted: ZNetSessionState.java → converted/include/zombie/core/znet/ZNetSessionState.h
[1360/2102] ✓ Converted: ZNetStatistics.java → converted/include/zombie/core/znet/ZNetStatistics.h
[1361/2102] ✓ Converted: SteamUser.java → converted/include/zombie/core/znet/SteamUser.h
[1362/2102] ✓ Converted: SteamUtils.java → converted/include/zombie/core/znet/SteamUtils.h
[1363/2102] ✓ Converted: IJoinRequestCallback.java → converted/include/zombie/core/znet/IJoinRequestCallback.h
[1364/2102] ✓ Converted: SteamWorkshopItem.java → converted/include/zombie/core/znet/SteamWorkshopItem.h
[1365/2102] ✓ Converted: PortMappingEntry.java → converted/include/zombie/core/znet/PortMappingEntry.h
[1366/2102] ✓ Converted: SteamFriend.java → converted/include/zombie/core/znet/SteamFriend.h
[1367/2102] ✓ Converted: ZNet.java → converted/include/zombie/core/znet/ZNet.h
[1368/2102] ✓ Converted: CallbackManager.java → converted/include/zombie/core/znet/CallbackManager.h
[1369/2102] ✓ Converted: Vector3.java → converted/include/zombie/core/math/Vector3.h
[1370/2102] ✓ Converted: PZMath.java → converted/include/zombie/core/math/PZMath.h
[1371/2102] ✓ Converted: Vector4.java → converted/include/zombie/core/math/Vector4.h
[1372/2102] ✓ Converted: Matrix4.java → converted/include/zombie/core/math/Matrix4.h
[1373/2102] ✓ Converted: PZcrypt.java → converted/include/zombie/core/secure/PZcrypt.h
[1374/2102] ✓ Converted: PZCryptTest.java → converted/include/zombie/core/secure/PZCryptTest.h
[1375/2102] ✓ Converted: BooleanRectangleCollection.java → converted/include/zombie/core/booleanrectangles/BooleanRectangleCollection.h
[1376/2102] ✓ Converted: Shader.java → converted/include/zombie/core/opengl/Shader.h
[1377/2102] ✓ Converted: RenderSettings.java → converted/include/zombie/core/opengl/RenderSettings.h
[1378/2102] ✓ Converted: RenderContextQueueItem.java → converted/include/zombie/core/opengl/RenderContextQueueItem.h
[1379/2102] ✓ Converted: RenderThread.java → converted/include/zombie/core/opengl/RenderThread.h
[1380/2102] ✓ Converted: ShaderUnit.java → converted/include/zombie/core/opengl/ShaderUnit.h
[1381/2102] ✓ Converted: PZGLUtil.java → converted/include/zombie/core/opengl/PZGLUtil.h
[1382/2102] ✓ Converted: GLState.java → converted/include/zombie/core/opengl/GLState.h
[1383/2102] ✓ Converted: CharacterModelCamera.java → converted/include/zombie/core/opengl/CharacterModelCamera.h
[1384/2102] ✓ Converted: IShaderProgramListener.java → converted/include/zombie/core/opengl/IShaderProgramListener.h
[1385/2102] ✓ Converted: IModelCamera.java → converted/include/zombie/core/opengl/IModelCamera.h
[1386/2102] ✓ Converted: RenderContextQueueException.java → converted/include/zombie/core/opengl/RenderContextQueueException.h
[1387/2102] ✓ Converted: IOpenGLState.java → converted/include/zombie/core/opengl/IOpenGLState.h
[1388/2102] ✓ Converted: ParticleModelCamera.java → converted/include/zombie/core/opengl/ParticleModelCamera.h
[1389/2102] ✓ Converted: SmartShader.java → converted/include/zombie/core/opengl/SmartShader.h
[1390/2102] ✓ Converted: ShaderProgram.java → converted/include/zombie/core/opengl/ShaderProgram.h
[1391/2102] ✓ Converted: SharedVertexBufferObjects.java → converted/include/zombie/core/opengl/SharedVertexBufferObjects.h
[1392/2102] ✓ Converted: VBOLines.java → converted/include/zombie/core/opengl/VBOLines.h
[1393/2102] ✓ Converted: UIFBOStyle.java → converted/include/zombie/core/Styles/UIFBOStyle.h
[1394/2102] ✓ Converted: AlphaOp.java → converted/include/zombie/core/Styles/AlphaOp.h
[1395/2102] ✓ Converted: Style.java → converted/include/zombie/core/Styles/Style.h
[1396/2102] ✓ Converted: TransparentStyle.java → converted/include/zombie/core/Styles/TransparentStyle.h
[1397/2102] ✓ Converted: AbstractStyle.java → converted/include/zombie/core/Styles/AbstractStyle.h
[1398/2102] ✓ Converted: GeometryData.java → converted/include/zombie/core/Styles/GeometryData.h
[1399/2102] ✓ Converted: ShortList.java → converted/include/zombie/core/Styles/ShortList.h
[1400/2102] ✓ Converted: AdditiveStyle.java → converted/include/zombie/core/Styles/AdditiveStyle.h
[1401/2102] ✓ Converted: LightingStyle.java → converted/include/zombie/core/Styles/LightingStyle.h
[1402/2102] ✓ Converted: FloatList.java → converted/include/zombie/core/Styles/FloatList.h
[1403/2102] ✓ Converted: IntList.java → converted/include/zombie/core/Styles/IntList.h
[1404/2102] ✓ Converted: AngelCodeFont.java → converted/include/zombie/core/fonts/AngelCodeFont.h
[1405/2102] ✓ Converted: Font.java → converted/include/zombie/core/fonts/Font.h
[1406/2102] ✓ Converted: PerformanceProfileProbe.java → converted/include/zombie/core/profiling/PerformanceProfileProbe.h
[1407/2102] ✓ Converted: PerformanceProfileFrameProbe.java → converted/include/zombie/core/profiling/PerformanceProfileFrameProbe.h
[1408/2102] ✓ Converted: AbstractPerformanceProfileProbe.java → converted/include/zombie/core/profiling/AbstractPerformanceProfileProbe.h
[1409/2102] ✓ Converted: PerformanceProfileProbeList.java → converted/include/zombie/core/profiling/PerformanceProfileProbeList.h
[1410/2102] ✓ Converted: TriggerGameProfilerFile.java → converted/include/zombie/core/profiling/TriggerGameProfilerFile.h
[1411/2102] ✓ Converted: GLBufferObjectARB.java → converted/include/zombie/core/VBO/GLBufferObjectARB.h
[1412/2102] ✓ Converted: GLBufferObject15.java → converted/include/zombie/core/VBO/GLBufferObject15.h
[1413/2102] ✓ Converted: IGLBufferObject.java → converted/include/zombie/core/VBO/IGLBufferObject.h
[1414/2102] ✓ Converted: GLVertexBufferObject.java → converted/include/zombie/core/VBO/GLVertexBufferObject.h
[1415/2102] ✓ Converted: ModelCamera.java → converted/include/zombie/core/skinnedmodel/ModelCamera.h
[1416/2102] ✓ Converted: Vector3.java → converted/include/zombie/core/skinnedmodel/Vector3.h
[1417/2102] ✓ Converted: IAnimatable.java → converted/include/zombie/core/skinnedmodel/IAnimatable.h
[1418/2102] ✓ Converted: IDrawable.java → converted/include/zombie/core/skinnedmodel/IDrawable.h
[1419/2102] ✓ Converted: Vector4.java → converted/include/zombie/core/skinnedmodel/Vector4.h
[1420/2102] ✓ Converted: HelperFunctions.java → converted/include/zombie/core/skinnedmodel/HelperFunctions.h
[1421/2102] ✓ Converted: ModelCameraRenderData.java → converted/include/zombie/core/skinnedmodel/ModelCameraRenderData.h
[1422/2102] ✓ Converted: ModelManager.java → converted/include/zombie/core/skinnedmodel/ModelManager.h
[1423/2102] ✓ Converted: CharacterTextures.java → converted/include/zombie/core/skinnedmodel/CharacterTextures.h
[1424/2102] ✓ Converted: DeadBodyAtlas.java → converted/include/zombie/core/skinnedmodel/DeadBodyAtlas.h
[1425/2102] ✓ Converted: Matrix4.java → converted/include/zombie/core/skinnedmodel/Matrix4.h
[1426/2102] ✓ Converted: Bucket.java → converted/include/zombie/core/bucket/Bucket.h
[1427/2102] ✓ Converted: BucketManager.java → converted/include/zombie/core/bucket/BucketManager.h
[1428/2102] ✓ Converted: Polygon.java → converted/include/zombie/core/collision/Polygon.h
[1429/2102] ✓ Converted: WorldSimulation.java → converted/include/zombie/core/physics/WorldSimulation.h
[1430/2102] ✓ Converted: Transform.java → converted/include/zombie/core/physics/Transform.h
[1431/2102] ✓ Converted: CarController.java → converted/include/zombie/core/physics/CarController.h
[1432/2102] ✓ Converted: Bullet.java → converted/include/zombie/core/physics/Bullet.h
[1433/2102] ✓ Converted: PhysicsDebugRenderer.java → converted/include/zombie/core/physics/PhysicsDebugRenderer.h
[1434/2102] ✓ Converted: LoggerManager.java → converted/include/zombie/core/logger/LoggerManager.h
[1435/2102] ✓ Converted: ExceptionLogger.java → converted/include/zombie/core/logger/ExceptionLogger.h
[1436/2102] ✓ Converted: ZipLogs.java → converted/include/zombie/core/logger/ZipLogs.h
[1437/2102] ✓ Converted: ZLogger.java → converted/include/zombie/core/logger/ZLogger.h
[1438/2102] ✓ Converted: Input.java → converted/include/zombie/core/input/Input.h
[1439/2102] ✓ Converted: StashSystem.java → converted/include/zombie/core/stash/StashSystem.h
[1440/2102] ✓ Converted: Stash.java → converted/include/zombie/core/stash/Stash.h
[1441/2102] ✓ Converted: StashContainer.java → converted/include/zombie/core/stash/StashContainer.h
[1442/2102] ✓ Converted: StashBuilding.java → converted/include/zombie/core/stash/StashBuilding.h
[1443/2102] ✓ Converted: StashAnnotation.java → converted/include/zombie/core/stash/StashAnnotation.h
[1444/2102] ✓ Converted: GLFramebufferObject30.java → converted/include/zombie/core/textures/GLFramebufferObject30.h
[1445/2102] ✓ Converted: TextureBinder.java → converted/include/zombie/core/textures/TextureBinder.h
[1446/2102] ✓ Converted: GLFramebufferObjectARB.java → converted/include/zombie/core/textures/GLFramebufferObjectARB.h
[1447/2102] ✓ Converted: TextureNameAlreadyInUseException.java → converted/include/zombie/core/textures/TextureNameAlreadyInUseException.h
[1448/2102] ✓ Converted: MipMapLevel.java → converted/include/zombie/core/textures/MipMapLevel.h
[1449/2102] ✓ Converted: MultiTextureFBO2.java → converted/include/zombie/core/textures/MultiTextureFBO2.h
[1450/2102] ✓ Converted: TextureCombinerCommand.java → converted/include/zombie/core/textures/TextureCombinerCommand.h
[1451/2102] ✓ Converted: TextureFlags.java → converted/include/zombie/core/textures/TextureFlags.h
[1452/2102] ✓ Converted: TextureIDAssetManager.java → converted/include/zombie/core/textures/TextureIDAssetManager.h
[1453/2102] ✓ Converted: Texture.java → converted/include/zombie/core/textures/Texture.h
[1454/2102] ✓ Converted: AlphaColorIndex.java → converted/include/zombie/core/textures/AlphaColorIndex.h
[1455/2102] ✓ Converted: Mask.java → converted/include/zombie/core/textures/Mask.h
[1456/2102] ✓ Converted: PNGDecoder.java → converted/include/zombie/core/textures/PNGDecoder.h
[1457/2102] ✓ Converted: GLFramebufferObjectEXT.java → converted/include/zombie/core/textures/GLFramebufferObjectEXT.h
[1458/2102] ✓ Converted: PNGSize.java → converted/include/zombie/core/textures/PNGSize.h
[1459/2102] ✓ Converted: Pcx.java → converted/include/zombie/core/textures/Pcx.h
[1460/2102] ✓ Converted: TextureAssetManager.java → converted/include/zombie/core/textures/TextureAssetManager.h
[1461/2102] ✓ Converted: ImageData.java → converted/include/zombie/core/textures/ImageData.h
[1462/2102] ✓ Converted: TexturePackPage.java → converted/include/zombie/core/textures/TexturePackPage.h
[1463/2102] ✓ Converted: TextureFBO.java → converted/include/zombie/core/textures/TextureFBO.h
[1464/2102] ✓ Converted: IGLFramebufferObject.java → converted/include/zombie/core/textures/IGLFramebufferObject.h
[1465/2102] ✓ Converted: TextureDraw.java → converted/include/zombie/core/textures/TextureDraw.h
[1466/2102] ✓ Converted: TextureCombinerShaderParam.java → converted/include/zombie/core/textures/TextureCombinerShaderParam.h
[1467/2102] ✓ Converted: TextureCombiner.java → converted/include/zombie/core/textures/TextureCombiner.h
[1468/2102] ✓ Converted: TextureNotFoundException.java → converted/include/zombie/core/textures/TextureNotFoundException.h
[1469/2102] ✓ Converted: TextureID.java → converted/include/zombie/core/textures/TextureID.h
[1470/2102] ✓ Converted: SmartTexture.java → converted/include/zombie/core/textures/SmartTexture.h
[1471/2102] ✓ Converted: ColorInfo.java → converted/include/zombie/core/textures/ColorInfo.h
[1472/2102] ✓ Converted: AbstractEntry.java → converted/include/zombie/core/Collections/AbstractEntry.h
[1473/2102] ✓ Converted: NonBlockingHashMapLong.java → converted/include/zombie/core/Collections/NonBlockingHashMapLong.h
[1474/2102] ✓ Converted: ConcurrentAutoTable.java → converted/include/zombie/core/Collections/ConcurrentAutoTable.h
[1475/2102] ✓ Converted: UtilUnsafe.java → converted/include/zombie/core/Collections/UtilUnsafe.h
[1476/2102] ✓ Converted: ZomboidHashSet.java → converted/include/zombie/core/Collections/ZomboidHashSet.h
[1477/2102] ✓ Converted: NonBlockingHashtable.java → converted/include/zombie/core/Collections/NonBlockingHashtable.h
[1478/2102] ✓ Converted: IntIterator.java → converted/include/zombie/core/Collections/IntIterator.h
[1479/2102] ✓ Converted: NonBlockingHashSet.java → converted/include/zombie/core/Collections/NonBlockingHashSet.h
[1480/2102] ✓ Converted: ZomboidHashMap.java → converted/include/zombie/core/Collections/ZomboidHashMap.h
[1481/2102] ✓ Converted: NonBlockingIdentityHashMap.java → converted/include/zombie/core/Collections/NonBlockingIdentityHashMap.h
[1482/2102] ✓ Converted: Counter.java → converted/include/zombie/core/Collections/Counter.h
[1483/2102] ✓ Converted: NonBlockingHashMap.java → converted/include/zombie/core/Collections/NonBlockingHashMap.h
[1484/2102] ✓ Converted: NonBlockingSetInt.java → converted/include/zombie/core/Collections/NonBlockingSetInt.h
[1485/2102] ✓ Converted: ZomboidAbstractMap.java → converted/include/zombie/core/Collections/ZomboidAbstractMap.h
[1486/2102] ✓ Converted: ZipBackup.java → converted/include/zombie/core/backup/ZipBackup.h
[1487/2102] ✓ Converted: IntGrid.java → converted/include/zombie/core/utils/IntGrid.h
[1488/2102] ✓ Converted: IntHypercube.java → converted/include/zombie/core/utils/IntHypercube.h
[1489/2102] ✓ Converted: ObjectGrid.java → converted/include/zombie/core/utils/ObjectGrid.h
[1490/2102] ✓ Converted: ObjectCube.java → converted/include/zombie/core/utils/ObjectCube.h
